[1 ]  #SUP: 0.1218460117374887
[33 40 41 43 45 46 ]  #SUP: 0.004509895829190327
[33 40 41 43 45 47 ]  #SUP: 0.004509895829190327
[33 40 41 43 46 ]  #SUP: 0.004509895829190327
[33 40 41 43 46 47 ]  #SUP: 0.004509895829190327
[33 40 41 43 47 ]  #SUP: 0.004509895829190327
[33 40 41 44 ]  #SUP: 0.004509895829190327
[33 40 41 44 45 ]  #SUP: 0.004509895829190327
[33 40 41 44 45 46 ]  #SUP: 0.004509895829190327
[33 40 41 44 45 47 ]  #SUP: 0.004509895829190327
[33 40 41 44 46 ]  #SUP: 0.004509895829190327
[33 40 41 44 46 47 ]  #SUP: 0.004509895829190327
[33 40 41 44 47 ]  #SUP: 0.004509895829190327
[33 40 41 45 ]  #SUP: 0.004509895829190327
[33 40 41 45 46 ]  #SUP: 0.004509895829190327
[33 40 41 45 46 47 ]  #SUP: 0.004509895829190327
[33 40 41 45 47 ]  #SUP: 0.004509895829190327
[33 40 41 46 ]  #SUP: 0.004509895829190327
[33 40 41 46 47 ]  #SUP: 0.004509895829190327
[33 40 41 47 ]  #SUP: 0.004509895829190327
[33 40 42 ]  #SUP: 0.004509895829190327
[33 40 42 43 ]  #SUP: 0.004509895829190327
[33 40 42 43 44 ]  #SUP: 0.004509895829190327
[33 40 42 43 44 45 ]  #SUP: 0.004509895829190327
[33 40 42 43 44 46 ]  #SUP: 0.004509895829190327
[33 40 42 43 44 47 ]  #SUP: 0.004509895829190327
[33 40 42 43 45 ]  #SUP: 0.004509895829190327
[33 40 42 43 45 46 ]  #SUP: 0.004509895829190327
[33 40 42 43 45 47 ]  #SUP: 0.004509895829190327
[33 40 42 43 46 ]  #SUP: 0.004509895829190327
[33 40 42 43 46 47 ]  #SUP: 0.004509895829190327
[33 40 42 43 47 ]  #SUP: 0.004509895829190327
[33 40 42 44 ]  #SUP: 0.004509895829190327
[33 40 42 44 45 ]  #SUP: 0.004509895829190327
[33 40 42 44 45 46 ]  #SUP: 0.004509895829190327
[33 40 42 44 45 47 ]  #SUP: 0.004509895829190327
[33 40 42 44 46 ]  #SUP: 0.004509895829190327
[33 40 42 44 46 47 ]  #SUP: 0.004509895829190327
[33 40 42 44 47 ]  #SUP: 0.004509895829190327
[33 40 42 45 ]  #SUP: 0.004509895829190327
[33 40 42 45 46 ]  #SUP: 0.004509895829190327
[33 40 42 45 46 47 ]  #SUP: 0.004509895829190327
[33 40 42 45 47 ]  #SUP: 0.004509895829190327
[33 40 42 46 ]  #SUP: 0.004509895829190327
[33 40 42 46 47 ]  #SUP: 0.004509895829190327
[33 40 42 47 ]  #SUP: 0.004509895829190327
[33 40 43 ]  #SUP: 0.004509895829190327
[33 40 43 44 ]  #SUP: 0.004509895829190327
[33 40 43 44 45 ]  #SUP: 0.004509895829190327
[33 40 43 44 45 46 ]  #SUP: 0.004509895829190327
[33 40 43 44 45 47 ]  #SUP: 0.004509895829190327
[33 40 43 44 46 ]  #SUP: 0.004509895829190327
[33 40 43 44 46 47 ]  #SUP: 0.004509895829190327
[33 40 43 44 47 ]  #SUP: 0.004509895829190327
[33 40 43 45 ]  #SUP: 0.004509895829190327
[33 40 43 45 46 ]  #SUP: 0.004509895829190327
[33 40 43 45 46 47 ]  #SUP: 0.004509895829190327
[33 40 43 45 47 ]  #SUP: 0.004509895829190327
[33 40 43 46 ]  #SUP: 0.004509895829190327
[33 40 43 46 47 ]  #SUP: 0.004509895829190327
[33 40 43 47 ]  #SUP: 0.004509895829190327
[33 40 44 ]  #SUP: 0.004509895829190327
[33 40 44 45 ]  #SUP: 0.004509895829190327
[33 40 44 45 46 ]  #SUP: 0.004509895829190327
[33 40 44 45 46 47 ]  #SUP: 0.004509895829190327
[33 40 44 45 47 ]  #SUP: 0.004509895829190327
[33 40 44 46 ]  #SUP: 0.004509895829190327
[33 40 44 46 47 ]  #SUP: 0.004509895829190327
[33 40 44 47 ]  #SUP: 0.004509895829190327
[33 40 45 ]  #SUP: 0.004509895829190327
[33 40 45 46 ]  #SUP: 0.004509895829190327
[33 40 45 46 47 ]  #SUP: 0.004509895829190327
[33 40 45 47 ]  #SUP: 0.004509895829190327
[33 40 46 ]  #SUP: 0.004509895829190327
[33 40 46 47 ]  #SUP: 0.004509895829190327
[33 40 47 ]  #SUP: 0.004509895829190327
[33 42 ]  #SUP: 0.010106337842953202
[33 42 43 ]  #SUP: 0.010106337842953202
[33 42 43 45 ]  #SUP: 0.010106337842953202
[33 42 43 45 46 ]  #SUP: 0.010106337842953202
[33 42 43 45 46 47 ]  #SUP: 0.004560846262758229
[33 42 43 45 46 49 ]  #SUP: 0.006479350277293656
[33 42 43 45 46 49 53 ]  #SUP: 0.006479350277293656
[33 42 43 45 46 49 56 ]  #SUP: 0.005648263844243039
[33 42 43 45 46 49 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 46 53 ]  #SUP: 0.006479350277293656
[33 42 43 45 46 53 56 ]  #SUP: 0.005648263844243039
[33 42 43 45 46 53 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 46 56 ]  #SUP: 0.005648263844243039
[33 42 43 45 46 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 46 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 47 ]  #SUP: 0.004560846262758229
[33 42 43 45 49 ]  #SUP: 0.006479350277293656
[33 42 43 45 49 53 ]  #SUP: 0.006479350277293656
[33 42 43 45 49 53 56 ]  #SUP: 0.005648263844243039
[33 42 43 45 49 53 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 49 56 ]  #SUP: 0.005648263844243039
[33 42 43 45 49 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 49 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 53 ]  #SUP: 0.006479350277293656
[33 42 43 45 53 56 ]  #SUP: 0.005648263844243039
[33 42 43 45 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 53 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 56 ]  #SUP: 0.005648263844243039
[33 42 43 45 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 45 59 ]  #SUP: 0.005648263844243039
[33 42 43 46 ]  #SUP: 0.010106337842953202
[33 42 43 46 47 ]  #SUP: 0.004560846262758229
[33 42 43 46 49 ]  #SUP: 0.006479350277293656
[33 42 43 46 49 53 ]  #SUP: 0.006479350277293656
[33 42 43 46 49 53 56 ]  #SUP: 0.005648263844243039
[33 42 43 46 49 53 59 ]  #SUP: 0.005648263844243039
[33 42 43 46 49 56 ]  #SUP: 0.005648263844243039
[33 42 43 46 49 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 46 49 59 ]  #SUP: 0.005648263844243039
[33 42 43 46 53 ]  #SUP: 0.006479350277293656
[33 42 43 46 53 56 ]  #SUP: 0.005648263844243039
[33 42 43 46 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 46 53 59 ]  #SUP: 0.005648263844243039
[33 42 43 46 56 ]  #SUP: 0.005648263844243039
[33 42 43 46 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 46 59 ]  #SUP: 0.005648263844243039
[33 42 43 44 ]  #SUP: 0.004560846262758229
[33 42 43 44 45 ]  #SUP: 0.004560846262758229
[33 42 43 44 45 46 ]  #SUP: 0.004560846262758229
[33 42 43 44 45 47 ]  #SUP: 0.004560846262758229
[33 42 43 44 46 ]  #SUP: 0.004560846262758229
[33 42 43 44 46 47 ]  #SUP: 0.004560846262758229
[33 42 43 44 47 ]  #SUP: 0.004560846262758229
[33 42 43 47 ]  #SUP: 0.004560846262758229
[33 42 43 49 ]  #SUP: 0.006479350277293656
[33 42 43 49 53 ]  #SUP: 0.006479350277293656
[33 42 43 49 53 56 ]  #SUP: 0.005648263844243039
[33 42 43 49 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 49 53 59 ]  #SUP: 0.005648263844243039
[33 42 43 49 56 ]  #SUP: 0.005648263844243039
[33 42 43 49 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 49 59 ]  #SUP: 0.005648263844243039
[33 42 43 53 ]  #SUP: 0.006479350277293656
[33 42 43 53 56 ]  #SUP: 0.005648263844243039
[33 42 43 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 53 59 ]  #SUP: 0.005648263844243039
[33 42 43 56 ]  #SUP: 0.005648263844243039
[33 42 43 56 59 ]  #SUP: 0.005648263844243039
[33 42 43 59 ]  #SUP: 0.005648263844243039
[33 42 45 ]  #SUP: 0.010106337842953202
[33 42 45 46 ]  #SUP: 0.010106337842953202
[33 42 45 46 47 ]  #SUP: 0.004560846262758229
[33 42 45 46 49 ]  #SUP: 0.006479350277293656
[33 42 45 46 49 53 ]  #SUP: 0.006479350277293656
[33 42 45 46 49 53 56 ]  #SUP: 0.005648263844243039
[33 42 45 46 49 53 59 ]  #SUP: 0.005648263844243039
[33 42 45 46 49 56 ]  #SUP: 0.005648263844243039
[33 42 45 46 49 56 59 ]  #SUP: 0.005648263844243039
[33 42 45 46 49 59 ]  #SUP: 0.005648263844243039
[33 42 45 46 53 ]  #SUP: 0.006479350277293656
[33 42 45 46 53 56 ]  #SUP: 0.005648263844243039
[33 42 45 46 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 45 46 53 59 ]  #SUP: 0.005648263844243039
[33 42 45 46 56 ]  #SUP: 0.005648263844243039
[33 42 45 46 56 59 ]  #SUP: 0.005648263844243039
[33 42 45 46 59 ]  #SUP: 0.005648263844243039
[33 42 45 47 ]  #SUP: 0.004560846262758229
[33 42 45 49 ]  #SUP: 0.006479350277293656
[33 42 45 49 53 ]  #SUP: 0.006479350277293656
[33 42 45 49 53 56 ]  #SUP: 0.005648263844243039
[33 42 45 49 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 45 49 53 59 ]  #SUP: 0.005648263844243039
[33 42 45 49 56 ]  #SUP: 0.005648263844243039
[33 42 45 49 56 59 ]  #SUP: 0.005648263844243039
[33 42 45 49 59 ]  #SUP: 0.005648263844243039
[33 42 45 53 ]  #SUP: 0.006479350277293656
[33 42 45 53 56 ]  #SUP: 0.005648263844243039
[33 42 45 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 45 53 59 ]  #SUP: 0.005648263844243039
[33 42 45 56 ]  #SUP: 0.005648263844243039
[33 42 45 56 59 ]  #SUP: 0.005648263844243039
[33 42 45 59 ]  #SUP: 0.005648263844243039
[33 42 46 ]  #SUP: 0.010106337842953202
[33 42 46 47 ]  #SUP: 0.004560846262758229
[33 42 46 49 ]  #SUP: 0.006479350277293656
[33 42 46 49 53 ]  #SUP: 0.006479350277293656
[33 42 46 49 53 56 ]  #SUP: 0.005648263844243039
[33 42 46 49 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 46 49 53 59 ]  #SUP: 0.005648263844243039
[33 42 46 49 56 ]  #SUP: 0.005648263844243039
[33 42 46 49 56 59 ]  #SUP: 0.005648263844243039
[33 42 46 49 59 ]  #SUP: 0.005648263844243039
[33 42 46 53 ]  #SUP: 0.006479350277293656
[33 42 46 53 56 ]  #SUP: 0.005648263844243039
[33 42 46 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 46 53 59 ]  #SUP: 0.005648263844243039
[33 42 46 56 ]  #SUP: 0.005648263844243039
[33 42 46 56 59 ]  #SUP: 0.005648263844243039
[33 42 46 59 ]  #SUP: 0.005648263844243039
[33 42 49 ]  #SUP: 0.006479350277293656
[33 42 49 53 ]  #SUP: 0.006479350277293656
[33 42 49 53 56 ]  #SUP: 0.005648263844243039
[33 42 49 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 49 53 59 ]  #SUP: 0.005648263844243039
[33 42 49 56 ]  #SUP: 0.005648263844243039
[33 42 49 56 59 ]  #SUP: 0.005648263844243039
[33 42 49 59 ]  #SUP: 0.005648263844243039
[33 42 53 ]  #SUP: 0.006479350277293656
[33 42 53 56 ]  #SUP: 0.005648263844243039
[33 42 53 56 59 ]  #SUP: 0.005648263844243039
[33 42 53 59 ]  #SUP: 0.005648263844243039
[33 42 44 ]  #SUP: 0.004560846262758229
[33 42 44 45 ]  #SUP: 0.004560846262758229
[33 42 44 45 46 ]  #SUP: 0.004560846262758229
[33 42 44 45 46 47 ]  #SUP: 0.004560846262758229
[33 42 44 45 47 ]  #SUP: 0.004560846262758229
[33 42 44 46 ]  #SUP: 0.004560846262758229
[33 42 44 46 47 ]  #SUP: 0.004560846262758229
[33 42 44 47 ]  #SUP: 0.004560846262758229
[33 42 47 ]  #SUP: 0.004560846262758229
[33 42 56 ]  #SUP: 0.005648263844243039
[33 42 56 59 ]  #SUP: 0.005648263844243039
[33 42 59 ]  #SUP: 0.005648263844243039
[33 46 ]  #SUP: 0.010106337842953202
[33 46 49 ]  #SUP: 0.006479350277293656
[33 46 49 53 ]  #SUP: 0.006479350277293656
[33 46 49 53 56 ]  #SUP: 0.005648263844243039
[33 46 49 53 56 59 ]  #SUP: 0.005648263844243039
[33 46 49 53 59 ]  #SUP: 0.005648263844243039
[33 46 49 56 ]  #SUP: 0.005648263844243039
[33 46 49 56 59 ]  #SUP: 0.005648263844243039
[33 46 49 59 ]  #SUP: 0.005648263844243039
[33 46 53 ]  #SUP: 0.006479350277293656
[33 46 53 56 ]  #SUP: 0.005648263844243039
[33 46 53 56 59 ]  #SUP: 0.005648263844243039
[33 46 53 59 ]  #SUP: 0.005648263844243039
[33 46 47 ]  #SUP: 0.004635057359713224
[33 46 56 ]  #SUP: 0.005648263844243039
[33 46 56 59 ]  #SUP: 0.005648263844243039
[33 46 59 ]  #SUP: 0.005648263844243039
[33 47 ]  #SUP: 0.010094051180403761
[33 47 53 ]  #SUP: 0.0057481926604851605
[33 53 ]  #SUP: 0.01117006563443145
[33 53 56 ]  #SUP: 0.005648263844243039
[33 53 56 59 ]  #SUP: 0.005648263844243039
[33 53 59 ]  #SUP: 0.005648263844243039
[33 49 ]  #SUP: 0.011182644292674527
[33 49 53 ]  #SUP: 0.006526773250573981
[33 49 53 56 ]  #SUP: 0.005648263844243039
[33 49 53 56 59 ]  #SUP: 0.005648263844243039
[33 49 53 59 ]  #SUP: 0.005648263844243039
[33 49 56 ]  #SUP: 0.005648263844243039
[33 49 56 59 ]  #SUP: 0.005648263844243039
[33 49 59 ]  #SUP: 0.005648263844243039
[33 56 ]  #SUP: 0.005648263844243039
[33 56 59 ]  #SUP: 0.005648263844243039
[33 59 ]  #SUP: 0.005648263844243039
[34 ]  #SUP: 0.01543701110396827
[34 35 ]  #SUP: 0.004558849210731947
[34 35 36 ]  #SUP: 0.004558849210731947
[34 35 36 37 ]  #SUP: 0.0045089581202156686
[34 35 36 37 38 ]  #SUP: 0.0045089581202156686
[34 35 36 37 38 39 ]  #SUP: 0.0045089581202156686
[34 35 36 37 39 ]  #SUP: 0.0045089581202156686
[34 35 36 38 ]  #SUP: 0.004558849210731947
[34 35 36 38 39 ]  #SUP: 0.004558849210731947
[34 35 36 39 ]  #SUP: 0.004558849210731947
[34 35 37 ]  #SUP: 0.0045089581202156686
[34 35 37 38 ]  #SUP: 0.0045089581202156686
[34 35 37 38 39 ]  #SUP: 0.0045089581202156686
[34 35 37 39 ]  #SUP: 0.0045089581202156686
[34 35 38 ]  #SUP: 0.004558849210731947
[34 35 38 39 ]  #SUP: 0.004558849210731947
[34 35 39 ]  #SUP: 0.004558849210731947
[34 36 ]  #SUP: 0.010097042298442932
[34 36 38 ]  #SUP: 0.010097042298442932
[34 36 38 39 ]  #SUP: 0.004558849210731947
[34 36 38 43 ]  #SUP: 0.005634191694575517
[34 36 37 ]  #SUP: 0.0045089581202156686
[34 36 37 38 ]  #SUP: 0.0045089581202156686
[34 36 37 38 39 ]  #SUP: 0.0045089581202156686
[34 36 37 39 ]  #SUP: 0.0045089581202156686
[34 36 39 ]  #SUP: 0.004558849210731947
[34 36 43 ]  #SUP: 0.005634191694575517
[34 37 ]  #SUP: 0.0045089581202156686
[34 37 38 ]  #SUP: 0.0045089581202156686
[34 37 38 39 ]  #SUP: 0.0045089581202156686
[34 37 39 ]  #SUP: 0.0045089581202156686
[34 38 ]  #SUP: 0.010097042298442932
[34 38 39 ]  #SUP: 0.004558849210731947
[34 38 43 ]  #SUP: 0.005634191694575517
[34 39 ]  #SUP: 0.004558849210731947
[34 43 ]  #SUP: 0.005634191694575517
[35 ]  #SUP: 0.10558600834467223
[35 36 ]  #SUP: 0.00989919162582451
[35 36 38 ]  #SUP: 0.00989919162582451
[35 36 38 39 ]  #SUP: 0.005384553016866244
[35 36 38 41 ]  #SUP: 0.005401083361260014
[35 36 38 41 43 ]  #SUP: 0.005401083361260014
[35 36 38 41 43 47 ]  #SUP: 0.0053902335056088425
[35 36 38 41 43 47 59 ]  #SUP: 0.0053902335056088425
[35 36 38 41 43 59 ]  #SUP: 0.0053902335056088425
[35 36 38 41 47 ]  #SUP: 0.0053902335056088425
[35 36 38 41 47 59 ]  #SUP: 0.0053902335056088425
[35 36 38 41 59 ]  #SUP: 0.0053902335056088425
[35 36 38 43 ]  #SUP: 0.005401083361260014
[35 36 38 43 47 ]  #SUP: 0.0053902335056088425
[35 36 38 43 47 59 ]  #SUP: 0.0053902335056088425
[35 36 38 43 59 ]  #SUP: 0.0053902335056088425
[35 36 38 47 ]  #SUP: 0.0053902335056088425
[35 36 38 47 59 ]  #SUP: 0.0053902335056088425
[35 36 38 59 ]  #SUP: 0.0053902335056088425
[35 36 39 ]  #SUP: 0.005384553016866244
[35 36 41 ]  #SUP: 0.005401083361260014
[35 36 41 43 ]  #SUP: 0.005401083361260014
[35 36 41 43 47 ]  #SUP: 0.0053902335056088425
[35 36 41 43 47 59 ]  #SUP: 0.0053902335056088425
[35 36 41 43 59 ]  #SUP: 0.0053902335056088425
[35 36 41 47 ]  #SUP: 0.0053902335056088425
[35 36 41 47 59 ]  #SUP: 0.0053902335056088425
[35 36 41 59 ]  #SUP: 0.0053902335056088425
[35 36 43 ]  #SUP: 0.005401083361260014
[35 36 43 47 ]  #SUP: 0.0053902335056088425
[35 36 43 47 59 ]  #SUP: 0.0053902335056088425
[35 36 43 59 ]  #SUP: 0.0053902335056088425
[35 36 47 ]  #SUP: 0.0053902335056088425
[35 36 47 59 ]  #SUP: 0.0053902335056088425
[35 36 59 ]  #SUP: 0.0053902335056088425
[35 36 37 ]  #SUP: 0.0045089581202156686
[35 36 37 38 ]  #SUP: 0.0045089581202156686
[35 36 37 38 39 ]  #SUP: 0.0045089581202156686
[35 36 37 39 ]  #SUP: 0.0045089581202156686
[35 38 ]  #SUP: 0.0674566573250659
[35 38 41 ]  #SUP: 0.046442606892176184
[35 38 41 43 ]  #SUP: 0.0410317332496015
[35 38 41 43 59 ]  #SUP: 0.010802729559423673
[35 38 41 43 59 62 ]  #SUP: 0.0046834826908157936
[35 38 41 43 59 63 ]  #SUP: 0.004608900305814415
[35 38 41 43 44 ]  #SUP: 0.020205735598967222
[35 38 41 43 44 53 ]  #SUP: 0.006517273971291121
[35 38 41 43 44 49 ]  #SUP: 0.006527696378319617
[35 38 41 43 44 45 ]  #SUP: 0.005637152712479555
[35 38 41 43 44 45 49 ]  #SUP: 0.005637152712479555
[35 38 41 43 47 ]  #SUP: 0.010923438423254371
[35 38 41 43 47 59 ]  #SUP: 0.0053902335056088425
[35 38 41 43 47 53 ]  #SUP: 0.006514068965784868
[35 38 41 43 51 ]  #SUP: 0.005446875394528779
[35 38 41 43 51 59 ]  #SUP: 0.005446875394528779
[35 38 41 43 51 62 ]  #SUP: 0.004608900305814415
[35 38 41 43 51 63 ]  #SUP: 0.004608900305814415
[35 38 41 43 53 ]  #SUP: 0.012048808226280908
[35 38 41 43 62 ]  #SUP: 0.0046834826908157936
[35 38 41 43 62 63 ]  #SUP: 0.004608900305814415
[35 38 41 43 63 ]  #SUP: 0.004608900305814415
[35 38 41 43 49 ]  #SUP: 0.006669731885196865
[35 38 41 43 45 ]  #SUP: 0.005637152712479555
[35 38 41 43 45 49 ]  #SUP: 0.005637152712479555
[35 38 41 59 ]  #SUP: 0.010802729559423673
[35 38 41 59 62 ]  #SUP: 0.0046834826908157936
[35 38 41 59 62 63 ]  #SUP: 0.004608900305814415
[35 38 41 59 63 ]  #SUP: 0.004608900305814415
[35 38 41 44 ]  #SUP: 0.020205735598967222
[35 38 41 44 53 ]  #SUP: 0.006517273971291121
[35 38 41 44 49 ]  #SUP: 0.006527696378319617
[35 38 41 44 45 ]  #SUP: 0.005637152712479555
[35 38 41 44 45 49 ]  #SUP: 0.005637152712479555
[35 38 41 47 ]  #SUP: 0.010923438423254371
[35 38 41 47 59 ]  #SUP: 0.0053902335056088425
[35 38 41 47 53 ]  #SUP: 0.006514068965784868
[35 38 41 53 ]  #SUP: 0.01651108558587911
[35 38 41 51 ]  #SUP: 0.005446875394528779
[35 38 41 51 59 ]  #SUP: 0.005446875394528779
[35 38 41 51 59 62 ]  #SUP: 0.004608900305814415
[35 38 41 51 59 63 ]  #SUP: 0.004608900305814415
[35 38 41 51 62 ]  #SUP: 0.004608900305814415
[35 38 41 51 62 63 ]  #SUP: 0.004608900305814415
[35 38 41 51 63 ]  #SUP: 0.004608900305814415
[35 38 41 62 ]  #SUP: 0.0046834826908157936
[35 38 41 62 63 ]  #SUP: 0.004608900305814415
[35 38 41 63 ]  #SUP: 0.004608900305814415
[35 38 41 49 ]  #SUP: 0.006669731885196865
[35 38 41 45 ]  #SUP: 0.005637152712479555
[35 38 41 45 49 ]  #SUP: 0.005637152712479555
[35 38 43 ]  #SUP: 0.05199517649206784
[35 38 43 59 ]  #SUP: 0.016346299551696874
[35 38 43 59 62 ]  #SUP: 0.010152470298087616
[35 38 43 59 62 63 ]  #SUP: 0.004608900305814415
[35 38 43 59 63 ]  #SUP: 0.004608900305814415
[35 38 43 59 60 ]  #SUP: 0.005644558849972817
[35 38 43 59 60 61 ]  #SUP: 0.005644558849972817
[35 38 43 59 60 61 62 ]  #SUP: 0.005644558849972817
[35 38 43 59 60 62 ]  #SUP: 0.005644558849972817
[35 38 43 59 61 ]  #SUP: 0.005644558849972817
[35 38 43 59 61 62 ]  #SUP: 0.005644558849972817
[35 38 43 44 ]  #SUP: 0.020205735598967222
[35 38 43 44 53 ]  #SUP: 0.006517273971291121
[35 38 43 44 49 ]  #SUP: 0.006527696378319617
[35 38 43 44 45 ]  #SUP: 0.005637152712479555
[35 38 43 44 45 49 ]  #SUP: 0.005637152712479555
[35 38 43 47 ]  #SUP: 0.010923438423254371
[35 38 43 47 59 ]  #SUP: 0.0053902335056088425
[35 38 43 47 53 ]  #SUP: 0.006514068965784868
[35 38 43 53 ]  #SUP: 0.012048808226280908
[35 38 43 49 ]  #SUP: 0.01206291016113252
[35 38 43 49 59 ]  #SUP: 0.006535720007625654
[35 38 43 49 59 60 ]  #SUP: 0.005644558849972817
[35 38 43 49 59 60 61 ]  #SUP: 0.005644558849972817
[35 38 43 49 59 60 62 ]  #SUP: 0.005644558849972817
[35 38 43 49 59 61 ]  #SUP: 0.005644558849972817
[35 38 43 49 59 61 62 ]  #SUP: 0.005644558849972817
[35 38 43 49 59 62 ]  #SUP: 0.005644558849972817
[35 38 43 49 60 ]  #SUP: 0.005644558849972817
[35 38 43 49 60 61 ]  #SUP: 0.005644558849972817
[35 38 43 49 60 61 62 ]  #SUP: 0.005644558849972817
[35 38 43 49 60 62 ]  #SUP: 0.005644558849972817
[35 38 43 49 61 ]  #SUP: 0.005644558849972817
[35 38 43 49 61 62 ]  #SUP: 0.005644558849972817
[35 38 43 49 62 ]  #SUP: 0.005644558849972817
[35 38 43 51 ]  #SUP: 0.005446875394528779
[35 38 43 51 59 ]  #SUP: 0.005446875394528779
[35 38 43 51 59 62 ]  #SUP: 0.004608900305814415
[35 38 43 51 59 63 ]  #SUP: 0.004608900305814415
[35 38 43 51 62 ]  #SUP: 0.004608900305814415
[35 38 43 51 62 63 ]  #SUP: 0.004608900305814415
[35 38 43 51 63 ]  #SUP: 0.004608900305814415
[35 38 43 62 ]  #SUP: 0.010152470298087616
[35 38 43 62 63 ]  #SUP: 0.004608900305814415
[35 38 43 63 ]  #SUP: 0.004608900305814415
[35 38 43 45 ]  #SUP: 0.005637152712479555
[35 38 43 45 49 ]  #SUP: 0.005637152712479555
[35 38 43 60 ]  #SUP: 0.005644558849972817
[35 38 43 60 61 ]  #SUP: 0.005644558849972817
[35 38 43 60 61 62 ]  #SUP: 0.005644558849972817
[35 38 43 60 62 ]  #SUP: 0.005644558849972817
[35 38 43 61 ]  #SUP: 0.005644558849972817
[35 38 43 61 62 ]  #SUP: 0.005644558849972817
[35 38 39 ]  #SUP: 0.04109223213798497
[35 38 39 43 ]  #SUP: 0.03658327401776929
[35 38 39 43 44 ]  #SUP: 0.020205735598967222
[35 38 39 43 44 53 ]  #SUP: 0.006517273971291121
[35 38 39 43 44 49 ]  #SUP: 0.00651934016885932
[35 38 39 43 44 45 ]  #SUP: 0.005637152712479555
[35 38 39 43 44 45 49 ]  #SUP: 0.005637152712479555
[35 38 39 43 59 ]  #SUP: 0.006288455175879057
[35 38 39 43 59 62 ]  #SUP: 0.0046834826908157936
[35 38 39 43 59 63 ]  #SUP: 0.004608900305814415
[35 38 39 43 51 ]  #SUP: 0.005446875394528779
[35 38 39 43 51 59 ]  #SUP: 0.005446875394528779
[35 38 39 43 51 62 ]  #SUP: 0.004608900305814415
[35 38 39 43 51 63 ]  #SUP: 0.004608900305814415
[35 38 39 43 53 ]  #SUP: 0.012048808226280908
[35 38 39 43 62 ]  #SUP: 0.0046834826908157936
[35 38 39 43 62 63 ]  #SUP: 0.004608900305814415
[35 38 39 43 63 ]  #SUP: 0.004608900305814415
[35 38 39 43 49 ]  #SUP: 0.00651934016885932
[35 38 39 43 47 ]  #SUP: 0.0057481926604851605
[35 38 39 43 47 53 ]  #SUP: 0.0057481926604851605
[35 38 39 43 45 ]  #SUP: 0.005637152712479555
[35 38 39 43 45 49 ]  #SUP: 0.005637152712479555
[35 38 39 41 ]  #SUP: 0.031178584730454977
[35 38 39 41 43 ]  #SUP: 0.031178584730454977
[35 38 39 41 43 44 ]  #SUP: 0.020205735598967222
[35 38 39 41 43 44 53 ]  #SUP: 0.006517273971291121
[35 38 39 41 43 44 49 ]  #SUP: 0.00651934016885932
[35 38 39 41 43 44 45 ]  #SUP: 0.005637152712479555
[35 38 39 41 43 59 ]  #SUP: 0.006288455175879057
[35 38 39 41 43 53 ]  #SUP: 0.012048808226280908
[35 38 39 41 43 51 ]  #SUP: 0.005446875394528779
[35 38 39 41 43 51 59 ]  #SUP: 0.005446875394528779
[35 38 39 41 43 62 ]  #SUP: 0.0046834826908157936
[35 38 39 41 43 63 ]  #SUP: 0.004608900305814415
[35 38 39 41 43 49 ]  #SUP: 0.00651934016885932
[35 38 39 41 43 47 ]  #SUP: 0.0057481926604851605
[35 38 39 41 43 47 53 ]  #SUP: 0.0057481926604851605
[35 38 39 41 43 45 ]  #SUP: 0.005637152712479555
[35 38 39 41 43 45 49 ]  #SUP: 0.005637152712479555
[35 38 39 41 44 ]  #SUP: 0.020205735598967222
[35 38 39 41 44 53 ]  #SUP: 0.006517273971291121
[35 38 39 41 44 49 ]  #SUP: 0.00651934016885932
[35 38 39 41 44 45 ]  #SUP: 0.005637152712479555
[35 38 39 41 44 45 49 ]  #SUP: 0.005637152712479555
[35 38 39 41 59 ]  #SUP: 0.006288455175879057
[35 38 39 41 59 62 ]  #SUP: 0.0046834826908157936
[35 38 39 41 59 63 ]  #SUP: 0.004608900305814415
[35 38 39 41 51 ]  #SUP: 0.005446875394528779
[35 38 39 41 51 59 ]  #SUP: 0.005446875394528779
[35 38 39 41 51 62 ]  #SUP: 0.004608900305814415
[35 38 39 41 51 63 ]  #SUP: 0.004608900305814415
